,text
2646,ndeed fortunate without best good fortune could secured brihannala drive chariot ” virata angry persistent glorification brihannala expense uttar “ babble eunuch ” cried “ talking son ’ victory expatiate charioteering skill eunuch significance ” king ’ ang
2647,er increased kanka remonstrated “ know talking brihannala ordinary person chario drives never see defeat whoever sure success undertaking matter dif ficult perverse flouting could borne virata passion flung dice yudhishthira ’ face followed blow yudhishthi
2648,ra ‘ cheek yudhishthira hurt blood flowed face sairandhri near wiped blood edge garment squeezed golden cup “ fuss collecting blood cup ” demanded angry king still passion “ sanyasin ’ blood may split ground king ” replied sairandhri “ rains fail land many
2649, years drops blood split earth collected blood cup fear know kanka ’ greatness ” meanwhile gatekeeper announced “ uttara brihannala arrived prince waiting audience king ” v irata got excitedly said “ ask ask ” yudhishthira whispered sentry “ let uttara com
2650,e alone brihannala stay behind ” prevent catastrophe knew arjuna would unable control anger saw injury brother ’ face could bear see dharmaputra hurt anyone except fair battle uttara entered paid due homage royal father turned obeis ance kanka horrified se
2651,e bleeding face knew kanka great udhishthira “ king ” cried “ caused hurt great one virata looked son said “ ado struck untimely envious belittling ocean delight news glorious victory time mentioned unlucky brahmana extolled charioteer eunuch gave victory 
2652,silly really sorry struck worth talking ” uttara overwhelmed fear “ alas done great wrong fall feet right father pray forgiveness destroyed root branch ” virata inexplicable stood puzzle frown knowing uttara anxious importunate yielded bowed udhishthira as
2653,king pardon thereafter embracing son making sit virata said “ boy truly hero fever impatience hear defeat kaurava army recover kine ” uttara hung head “ conquered army ” said “ rescued cows work god prince took cause rescued destruction put kaurava soldier
2654,s flight brought herd back nothing ” king could hardly believe ears “ god prince ” asked “ must see thank hero rescued son beat backmy foes give daughter uttara marriage go fetch ” “ disappeared time ” replied prince “ think come either today tomorrow ” ut
2655,tara spoke thus arjuna indeed prince gods also time disappeared brihannala virata ’ hall assembly leading citizens gathered celebrate king ’ victory prince ’ kanka valala cook brihannala tantripala dharmagranthi responsible victories arrived also entering 
2656,hall surprise everyone sat among princes unbid explained conduct saying humbler folk rendered invaluable service critical time really deserved recognition virata entered court seeing kanka sanyasin cook others seated places reserved princes nobility king l
2657,ost temper gave loud vent displeasure felt enough fun pandavas discl osed identity amaze ment present virata beside joy think pandava princes panc hali ministering days disguise embraced kanka exuberant gratitude made formal surrender kingdom course immedi
2658,ately receiving back thanks virata also insisted give daughter marriage arjuna arjuna said “ would proper princess learnt dancing music teacher position father ” however agreed accept son abhimanyu meanwhile envoys arrived wicked treacherous duryodhana mes
2659,sage yudhishthira “ son kunti ” said “ duryodhana feels sorry owing hasty action dhananjaya go back woods let recognised end thirteenth year accordance undertaking dwell forest another twelve years ” dharmaputra laughed said “ messengers return quickly dur
2660,yodhana tell make enquiry venerable bhishma others learned stars doubt tell full thirteen years completed befor e forces heard twang dhanan jaya ’ bow fled fear ” chapter xlviii taking counsel thirteenth year pandavas remain undiscovered came end longer ob
2661,liged disguise left virata capital pandavas settle openly upaplavya another place matsya territory sent emissaries summon friends relatives dwaraka came balarama krishna arjuna wife subhadra son abhimanyu accompanied many yadava warriors loud long blare tr
2662,umpet conchs matsya prince pandavas went forth receive janardana indrasena many others like beginning preceding year left pandavas forest rejoined chariots upaplavya kasi prince saibya ruler arrived forces drupada panchala prince three divisions bringing s
2663,ikhandin draupadi ’ sons brother dhrishtadyumna many princes gathered upaplavya well attached pandavas abhimanyu ’ marriage princess uttara solenmized according vedic rites illustrious gathering friendly heroes wedding celebrations met conclave virata ’ ha
2664,ll assembly krishna sat next yudhishthira virata balarama satyaki seated beside drupada bustle died eyes turned krishna rose speak “ know ” said krishna hushed assembly “ story great deceit yudhishthira cheated game board deprived kingdom exiled brothers d
